"FSD200.Code.or.Value","FSD200.Value.Description","FSD200.Count","FSD200.Cumulative","FSD200.Skip.to.Item"
"1","Yes",629,629,NA
"2","No",87,716,NA
"7","Refused",0,716,NA
"9","Don't know",4,720,NA
".","Missing",10319,11039,NA
