"AUXRR238.Code.or.Value","AUXRR238.Value.Description","AUXRR238.Count","AUXRR238.Cumulative","AUXRR238.Skip.to.Item"
"-13 to 36","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
