"AUXLR109.Code.or.Value","AUXLR109.Value.Description","AUXLR109.Count","AUXLR109.Cumulative","AUXLR109.Skip.to.Item"
"-62 to 51","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
