"AUDTYL21.Code.or.Value","AUDTYL21.Value.Description","AUDTYL21.Count","AUDTYL21.Cumulative","AUDTYL21.Skip.to.Item"
"0 to 1.41","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
