"TYXP208.Code.or.Value","TYXP208.Value.Description","TYXP208.Count","TYXP208.Cumulative","TYXP208.Skip.to.Item"
"-298 to -20","Range of Values",555,555,NA
".","Missing",7914,8469,NA
