"AUXLR172.Code.or.Value","AUXLR172.Value.Description","AUXLR172.Count","AUXLR172.Cumulative","AUXLR172.Skip.to.Item"
"-5 to 55","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
