"DUQ260.Code.or.Value","DUQ260.Value.Description","DUQ260.Count","DUQ260.Cumulative","DUQ260.Skip.to.Item"
"12 to 50","Range of Values",519,519,NA
"6","6 years or under",1,520,NA
"777","Refused",0,520,NA
"999","Don't know",0,520,NA
".","Missing",4323,4843,NA
