"AUXRR155.Code.or.Value","AUXRR155.Value.Description","AUXRR155.Count","AUXRR155.Cumulative","AUXRR155.Skip.to.Item"
"-23 to 58","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
