"SXQ709.Code.or.Value","SXQ709.Value.Description","SXQ709.Count","SXQ709.Cumulative","SXQ709.Skip.to.Item"
"1","Yes",202,202,NA
"2","No",1985,2187,NA
"7","Refused",3,2190,NA
"9","Don't know",1,2191,NA
".","Missing",2652,4843,NA
