"TYXP061.Code.or.Value","TYXP061.Value.Description","TYXP061.Count","TYXP061.Cumulative","TYXP061.Skip.to.Item"
"-103 to 137","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
