"AUXRR177.Code.or.Value","AUXRR177.Value.Description","AUXRR177.Count","AUXRR177.Cumulative","AUXRR177.Skip.to.Item"
"-12 to 35","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
