"FSD061.Code.or.Value","FSD061.Value.Description","FSD061.Count","FSD061.Cumulative","FSD061.Skip.to.Item"
"1","Yes",868,868,NA
"2","No",2127,2995,NA
"7","Refused",0,2995,NA
"9","Don't know",0,2995,NA
".","Missing",7353,10348,NA
