"AUDTYR72.Code.or.Value","AUDTYR72.Value.Description","AUDTYR72.Count","AUDTYR72.Cumulative","AUDTYR72.Skip.to.Item"
"0 to 0.78","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
