"LBD157LC.Code.or.Value","LBD157LC.Value.Description","LBD157LC.Count","LBD157LC.Cumulative","LBD157LC.Skip.to.Item"
"0","detectable result",119,119,NA
"1","below detectable limit",2175,2294,NA
".","Missing",253,2547,NA
