"AUXRR166.Code.or.Value","AUXRR166.Value.Description","AUXRR166.Count","AUXRR166.Cumulative","AUXRR166.Skip.to.Item"
"-14 to 60","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
