"SMD203.Code.or.Value","SMD203.Value.Description","SMD203.Count","SMD203.Cumulative","SMD203.Skip.to.Item"
"1 to 20","Range of Values",47,47,NA
"777","Refused",0,47,NA
"999","Don't know",0,47,NA
".","Missing",4994,5041,NA
