"AUDTYL02.Code.or.Value","AUDTYL02.Value.Description","AUDTYL02.Count","AUDTYL02.Cumulative","AUDTYL02.Skip.to.Item"
"0 to 2.09","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
