"AUXLR130.Code.or.Value","AUXLR130.Value.Description","AUXLR130.Count","AUXLR130.Cumulative","AUXLR130.Skip.to.Item"
"-20 to 44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
