"MCQ040.Code.or.Value","MCQ040.Value.Description","MCQ040.Count","MCQ040.Cumulative","MCQ040.Skip.to.Item"
"1","Yes",359,359,NA
"2","No",463,822,NA
"7","Refused",1,823,NA
"9","Don't know",2,825,NA
".","Missing",8072,8897,NA
