"ORXH31.Code.or.Value","ORXH31.Value.Description","ORXH31.Count","ORXH31.Cumulative","ORXH31.Skip.to.Item"
"1","Positive",3,3,NA
"2","Negative",4721,4724,NA
"3","Not evaluated",333,5057,NA
".","Missing",0,5057,NA
