"AUXRR220.Code.or.Value","AUXRR220.Value.Description","AUXRR220.Count","AUXRR220.Cumulative","AUXRR220.Skip.to.Item"
"-19 to 59","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
