"TYXP020.Code.or.Value","TYXP020.Value.Description","TYXP020.Count","TYXP020.Cumulative","TYXP020.Skip.to.Item"
"8 to 198","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
