"AUXRR264.Code.or.Value","AUXRR264.Value.Description","AUXRR264.Count","AUXRR264.Cumulative","AUXRR264.Skip.to.Item"
"-63 to 74","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
