"PAQ635.Code.or.Value","PAQ635.Value.Description","PAQ635.Count","PAQ635.Cumulative","PAQ635.Skip.to.Item"
"1","Yes",2247,2247,""
"2","No",5252,7499,"PAQ650"
"7","Refused",0,7499,"PAQ650"
"9","Don't know",1,7500,"PAQ650"
".","Missing",2271,9771,""
