"KIQ121.Code.or.Value","KIQ121.Value.Description","KIQ121.Count","KIQ121.Cumulative","KIQ121.Skip.to.Item"
"1","Yes",264,264,""
"2","No",1083,1347,"KIQ361"
"7","Refused",0,1347,"KIQ361"
"9","Don't know",19,1366,"KIQ361"
".","Missing",918,2284,""
