"AUXLR283.Code.or.Value","AUXLR283.Value.Description","AUXLR283.Count","AUXLR283.Cumulative","AUXLR283.Skip.to.Item"
"-14 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
