"KIQ101.Code.or.Value","KIQ101.Value.Description","KIQ101.Count","KIQ101.Cumulative","KIQ101.Skip.to.Item"
"1","Yes",1202,1202,NA
"2","No",152,1354,NA
"7","Refused",0,1354,NA
"9","Don't know",12,1366,NA
".","Missing",918,2284,NA
