"TYXP051.Code.or.Value","TYXP051.Value.Description","TYXP051.Count","TYXP051.Cumulative","TYXP051.Skip.to.Item"
"-104 to 153","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
