"DBQ400.Code.or.Value","DBQ400.Value.Description","DBQ400.Count","DBQ400.Cumulative","DBQ400.Skip.to.Item"
"1","Yes",2335,2335,""
"2","No",346,2681,"DBQ422"
"7","Refused",0,2681,"DBQ422"
"9","Don't know",27,2708,"DBQ422"
".","Missing",7467,10175,""
