"AUDTYR17.Code.or.Value","AUDTYR17.Value.Description","AUDTYR17.Count","AUDTYR17.Cumulative","AUDTYR17.Skip.to.Item"
"0 to 1.72","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
