"TYXP241.Code.or.Value","TYXP241.Value.Description","TYXP241.Count","TYXP241.Cumulative","TYXP241.Skip.to.Item"
"-295 to -27","Range of Values",167,167,NA
".","Missing",8302,8469,NA
