"DUQ211.Code.or.Value","DUQ211.Value.Description","DUQ211.Count","DUQ211.Cumulative","DUQ211.Skip.to.Item"
"1","Yes",953,953,NA
"2","No",1034,1987,NA
"7","Refused",2,1989,NA
"9","Don't know",1,1990,NA
".","Missing",3067,5057,NA
