"LBD066LC.Code.or.Value","LBD066LC.Value.Description","LBD066LC.Count","LBD066LC.Cumulative","LBD066LC.Skip.to.Item"
"0","detectable result",207,207,NA
"1","below detectable limit",2043,2250,NA
".","Missing",297,2547,NA
