"AUXRR160.Code.or.Value","AUXRR160.Value.Description","AUXRR160.Count","AUXRR160.Cumulative","AUXRR160.Skip.to.Item"
"-15 to 75","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
