"TYXP010.Code.or.Value","TYXP010.Value.Description","TYXP010.Count","TYXP010.Cumulative","TYXP010.Skip.to.Item"
"32 to 198","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
