"OHQ160.Code.or.Value","OHQ160.Value.Description","OHQ160.Count","OHQ160.Cumulative","OHQ160.Skip.to.Item"
"1","Yes",1404,1404,NA
"2","No",4514,5918,NA
".","Missing",2669,8587,NA
