"AUXRR180.Code.or.Value","AUXRR180.Value.Description","AUXRR180.Count","AUXRR180.Cumulative","AUXRR180.Skip.to.Item"
"-9 to 37","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
