"CBQ555.Code.or.Value","CBQ555.Value.Description","CBQ555.Count","CBQ555.Cumulative","CBQ555.Skip.to.Item"
"1","Yes",56,56,NA
"2","No",1715,1771,NA
"7","Refused",0,1771,NA
"9","Don't know",0,1771,NA
".","Missing",1098,2869,NA
