"AUXLR117.Code.or.Value","AUXLR117.Value.Description","AUXLR117.Count","AUXLR117.Cumulative","AUXLR117.Skip.to.Item"
"-43 to 56","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
