"MCQ080.Code.or.Value","MCQ080.Value.Description","MCQ080.Count","MCQ080.Cumulative","MCQ080.Skip.to.Item"
"1","Yes",463,463,NA
"2","No",3794,4257,NA
"7","Refused",0,4257,NA
"9","Don't know",6,4263,NA
".","Missing",5382,9645,NA
