"WBXA048.Code.or.Value","WBXA048.Value.Description","WBXA048.Count","WBXA048.Cumulative","WBXA048.Skip.to.Item"
"-2.0594 to 0.9999","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
