"AUXLR146.Code.or.Value","AUXLR146.Value.Description","AUXLR146.Count","AUXLR146.Cumulative","AUXLR146.Skip.to.Item"
"-29 to 78","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
