"AUXLR102.Code.or.Value","AUXLR102.Value.Description","AUXLR102.Count","AUXLR102.Cumulative","AUXLR102.Skip.to.Item"
"-46 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
