"SMD093.Code.or.Value","SMD093.Value.Description","SMD093.Count","SMD093.Cumulative","SMD093.Skip.to.Item"
"1","Yes",757,757,""
"2","No",536,1293,"SMD100BR"
"3","No usual brand",27,1320,"SMAQUEX2"
"4","Rolls own",26,1346,"SMD100BR"
".","Missing",6182,7528,""
