"AUXRR210.Code.or.Value","AUXRR210.Value.Description","AUXRR210.Count","AUXRR210.Cumulative","AUXRR210.Skip.to.Item"
"-33 to 59","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
