"AUXLR225.Code.or.Value","AUXLR225.Value.Description","AUXLR225.Count","AUXLR225.Cumulative","AUXLR225.Skip.to.Item"
"-14 to 66","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
