"CIQP62.Code.or.Value","CIQP62.Value.Description","CIQP62.Count","CIQP62.Cumulative","CIQP62.Skip.to.Item"
"0 to 8","Range of Values",13,13,NA
"77","Refused",0,13,NA
"99","Don't know",0,13,NA
".","Missing",765,778,NA
