"CIQD058.Code.or.Value","CIQD058.Value.Description","CIQD058.Count","CIQD058.Cumulative","CIQD058.Skip.to.Item"
"1 to 416","Range of Values",15,15,NA
"7777","Refuse",0,15,NA
"9999","Don't know",0,15,NA
".","Missing",763,778,NA
