"AUXRR266.Code.or.Value","AUXRR266.Value.Description","AUXRR266.Count","AUXRR266.Cumulative","AUXRR266.Skip.to.Item"
"1 to 42","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
