"TYXP238.Code.or.Value","TYXP238.Value.Description","TYXP238.Count","TYXP238.Cumulative","TYXP238.Skip.to.Item"
"-298 to -28","Range of Values",192,192,NA
".","Missing",8277,8469,NA
