"OHQ860.Code.or.Value","OHQ860.Value.Description","OHQ860.Count","OHQ860.Cumulative","OHQ860.Skip.to.Item"
"1","Yes",620,620,NA
"2","No",4157,4777,NA
"7","Refused",0,4777,NA
"9","Don't know",36,4813,NA
".","Missing",4957,9770,NA
