"AUXRR174.Code.or.Value","AUXRR174.Value.Description","AUXRR174.Count","AUXRR174.Cumulative","AUXRR174.Skip.to.Item"
"-12 to 74","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
