"MCQ040.Code.or.Value","MCQ040.Value.Description","MCQ040.Count","MCQ040.Cumulative","MCQ040.Skip.to.Item"
"1","Yes",422,422,NA
"2","No",454,876,NA
"7","Refused",0,876,NA
"9","Don't know",1,877,NA
".","Missing",8698,9575,NA
