"CIQD073.Code.or.Value","CIQD073.Value.Description","CIQD073.Count","CIQD073.Cumulative","CIQD073.Skip.to.Item"
"1","Yes",6,6,NA
"2","No",0,6,NA
"7","Refuse",0,6,NA
"9","Don't know",0,6,NA
".","Missing",772,778,NA
