"AUXRR113.Code.or.Value","AUXRR113.Value.Description","AUXRR113.Count","AUXRR113.Cumulative","AUXRR113.Skip.to.Item"
"-65 to 40","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
