"AUXRR220.Code.or.Value","AUXRR220.Value.Description","AUXRR220.Count","AUXRR220.Cumulative","AUXRR220.Skip.to.Item"
"-41 to 44","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
