"AUXLR207.Code.or.Value","AUXLR207.Value.Description","AUXLR207.Count","AUXLR207.Cumulative","AUXLR207.Skip.to.Item"
"-13 to 82","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
