"AUDTYR10.Code.or.Value","AUDTYR10.Value.Description","AUDTYR10.Count","AUDTYR10.Cumulative","AUDTYR10.Skip.to.Item"
"0 to 1.56","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
