"CIQG25.Code.or.Value","CIQG25.Value.Description","CIQG25.Count","CIQG25.Cumulative","CIQG25.Skip.to.Item"
"1","A lot",26,26,NA
"2","Some",28,54,NA
"3","A little",16,70,NA
"4","Not at all",9,79,NA
"7","Refused",0,79,NA
"9","Don't know",0,79,NA
".","Missing",849,928,NA
