"SMQ040.Code.or.Value","SMQ040.Value.Description","SMQ040.Count","SMQ040.Cumulative","SMQ040.Skip.to.Item"
"1","Every day",992,992,"SMQ078"
"2","Some days",240,1232,"SMD641"
"3","Not at all",1347,2579,""
"7","Refused",0,2579,"SMAQUEX2"
"9","Don't know",0,2579,"SMAQUEX2"
".","Missing",4589,7168,""
