"AUDTYR32.Code.or.Value","AUDTYR32.Value.Description","AUDTYR32.Count","AUDTYR32.Cumulative","AUDTYR32.Skip.to.Item"
"0 to 1.72","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
