"AUXRR131.Code.or.Value","AUXRR131.Value.Description","AUXRR131.Count","AUXRR131.Cumulative","AUXRR131.Skip.to.Item"
"-63 to 58","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
