"CBQ605.Code.or.Value","CBQ605.Value.Description","CBQ605.Count","CBQ605.Cumulative","CBQ605.Skip.to.Item"
"1","Yes",179,179,NA
"2","No",1089,1268,NA
"7","Refused",0,1268,NA
"9","Don't know",0,1268,NA
".","Missing",1601,2869,NA
