"AUXLR148.Code.or.Value","AUXLR148.Value.Description","AUXLR148.Count","AUXLR148.Cumulative","AUXLR148.Skip.to.Item"
"-37 to 91","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
